tweet,0,1,2
new post stunt person dead accident,1,0,0
real gdp grew annual rate,1,0,0
disabled vehicle nb on expresss lanes mile marker prince william left shoulder closed potential delays,0,1,0
on southbound highway interurban exit crash blocking hov lane starting slow things,0,1,0
accident bay road milepost milepost road closure emergency vehicles road,0,1,0
cleared crash orange highway west exit floridas turnpike right lanes blocked last updated,0,0,1
hey samuel please visit help center learn turn event notifications,1,0,0
gensler signed paris agreement now genslerclimate report design impact climate change,1,0,0
rt shannon sharpe must protected cost real nigga,1,0,0
office medicare hearings amp appeals irvine ca received generous donation clif bars here,1,0,0
woodbridge station surface parking lot closed amp maintenance work,0,1,0
we open weekend it late let us help move,1,0,0
accident garden state parkway southbound north exit wood avenue south right shoulder,0,1,0
update incident both directions court square station station,0,1,0
check fhfa job opportunity senior examiner federal employees apply details,1,0,0
cleared incident gline avenue station,0,1,0
roadwork nj upper westbound central ave kennedy boulevard left lane closed repairs pm,0,1,0
deeply sorry inconvenience please contact us assistance best regards,1,0,0
cleared crash involving truck broward express north hollywood blvd lanes blocked last updated,0,1,0
your kiss traffic highway ol near west blvd accident left lane blocked accident median fd blocking clt traffic,0,1,0
disabled vehicle southbound highway sb appalachian heights road,0,1,0
lanes back open northbound highway adams road hazmat situation,0,0,1
first time geneva since bike accident grateful chance thank first responders,1,0,0
so happy guys loving video aintyourmama trendingworldwide,1,0,0
livepd in richland county sc vehicle traveling fast roadway,0,1,0
it tough brush teeth lunch school toothbrush do forget pack,1,0,0
development texture cereal piece making every bite crunchy delicious,1,0,0
we less month away selectusasummit register today,1,0,0
bringing overhang pressure getting ilb box coverage read give pressure replaced ccfootballchat,1,0,0
the house price index june published et tomorrow housing,1,0,0
innovation skunkworks middle name here latest tech changing airship industry,1,0,0
highway mm eb highway mile right lane closed hours due construction work,0,1,0
updated incident lline both directions halsey street station wilson avenue station,0,1,0
this job might great fit sr business analyst cust ops spectrum stamford ct hiring,1,0,0
accident sb highway richmond no lanes closed,0,1,0
yet focus opioids eclipsed damage caused even deadlier common substance,1,0,0
we support govt commitments asked make know want,1,0,0
highway int ave delay lt a veh fire right ln closed ave exit ramp use caution,0,1,0
incident street station station,0,1,0
after first stop backtoourroots tour first time road rv five states six,1,0,0
update incident jline manhattan bound myrtle avenue station marcy avenue station,0,1,0
these fresh picks starting pop snag faves quick deal ends tomorrow,1,0,0
updated abandoned vehicle orange highway east exit right lanes blocked last updated,0,1,0
nb highway duncan canyon rd fontana closed weekend closure starting friday monday,0,1,0
okc eb lincoln back open teg,0,1,0
here look accident doug baker blvd at least lane blocked directions,0,1,0
expect more congestion boca around turnpike glades rd down lane monday thru friday,0,1,0
cleared crash duval highway south exit butler right lanes blocked content provided waze last updated,0,0,1
highway st delay lt right ln closed due veh fire use caution expect delays,0,1,0
our everyday short sells like hotcakes made lengths prints amp colors collect,1,0,0
rt dropping knowledge amazon amp current state retail retailrelevancy,1,0,0
as winter storm rolls area check video explains power restored home,1,0,0
happy holidays family friends,1,0,0
eb highway pepper ave closed pm,0,1,0
homologous series functional group varies successive,1,0,0
drifting night desktop cedric bloché mbsocialcar,1,0,0
major concern cotton rainfall next days across southeast this region million bales very unwelcome,1,0,0
updated crash highway north beyond exit nw st right lanes blocked last,0,1,0
highway mile marker west cary wake vehicle crash lanes closed pm,0,1,0
monster mayhem slots game reviews at us casinos,1,0,0
nothing good happens woods midnight shadesofblue,1,0,0
funfacts there species fish species amphibians reptiles birds amp mammals,1,0,0
god forbid i carry backpack show shoulders around school,1,0,0
what minimize traveling weekend avoid intersections n streets know flood exercise common sense st,0,0,1
stevens avalanche control work underway highway stevens pass traffic stopped eastbound mp s,0,1,0
don miss premiere episode clevelandhustles tonight cnbc,1,0,0
langley accident hwy wb st exit left lane,0,1,0
turnpike roadwork pennsylvania turnpike highway southbound exit pa exit affecting ramp,0,1,0
updated crash orange highway east exit nb traffic backed mm right lane blocked,0,1,0
what cool shot thank sharing,1,0,0
fairmount line train pm readville operating minutes late talbot avenue station amp south station,0,0,1
hashtag game tweet funny weird embarrassing stories quitting tag whyiquit could show,1,0,0
signal problems all directions s bangerter hwy salt lake est clearance time am,0,1,0
new planned construction charlotte highway north harborview road right lanes blocked last updated,0,1,0
we would suggest reach amex question,1,0,0
tfw get safemove damagecoverage move learn protecting belongings amp loved ones,1,0,0
incident gardenstateparkway nb south brookdale service area,0,1,0
happy birthday kerri we hope great day,1,0,0
update offered fill void left traveling friends awk selfie never,1,0,0
closure lincolntunnel eb new jersey side south tube new york side south tube,0,1,0
a semi accident blocks two left lanes caution advised detroit highway nb highway stop go traffic back lafayette blvd,0,1,0
installation work forbes bigelow north oakland begin tuesday per office pgh,1,0,0
update accident sb highway caroline no lanes closed,0,1,0
construction eline sb forest avenue station queens plaza station,0,1,0
if purchased warriors amazon received code yet please leave comment,1,0,0
new planned construction brevard highway north mm left lane blocked last updated,0,1,0
good overview gov alc policies prevent cancer,1,0,0
keep track fitness introducing new gear pro,1,0,0
cleared incident coastline new york penn station,0,0,1
look forward seeing foreign minister steinmeier today germany partnership leadership vital helping solve global issues,1,0,0
accident highway wb tidewater dr clear update,0,1,0
new object roadway washington highway west mm left lane blocked last updated,0,1,0
if like could investigate see help if let us know installation goes,1,0,0
collision highway sb mi s lft ln clsd ocrd,0,1,0
students ask healthier school meals,1,0,0
accident sr south grady avenue mile post left lanes blocked fayettecounty,0,1,0
congestion highway nb visitors leave cola sc use caution amp increase following,0,1,0
closure title highway mile marker malagadescription highway mm south malaga clos,0,1,0
morning commuters the high rise bridge open vessel tomorrow expect,0,0,1
gilroy twin suns tough one write i couple drafts dave took,1,0,0
incident sb central station square station,0,1,0
pretty sure supposed nb chrysler center grand marais sb chrysler center somme closed,1,0,0
thru bowen rd groveland rd langenderfer dr closed bridge painting detour groveland rd rushland ave,0,1,0
construction eline manhattan bound jackson avenue station street queensbridge,0,1,0
building emotional resilience unpredictable nature birth amp parenting focus gentlebirth baby arrives,1,0,0
u know xbox closed caption option been weeks since i purchased bethesda slow,1,0,0
highway vt back open earlier crash drive safely,0,1,0
see flooded roads amp highways right imagine jammed cars full people highways,0,0,1
highway shut directions mile marker near louisiana avenue,0,1,0
the road opened within hour thank alerting us,0,1,0
internet issues got please dm us account let us social media handle we,1,0,0
well i sure hope sickness i getting goes away next week,1,0,0
affirmations baby clee aka earth angel cleowade only you power do,1,0,0
updated incident aline sb station,0,1,0
cleared roadwork highway southbound exit pa st exit pa cargo city philadelphia int l airport,0,1,0
cleared incident variousbus both directions gowanus street gowanus expressway brooklyn queens expressway,0,1,0
on tues road going amc center ave north closed due street sealing,0,1,0
incident nb e street station gun hill road station,0,1,0
update crash highway nb ramp left lane blocked second crash blocking two lanes top deck,0,1,0
update accident nb highway frederick nb amp sb travel lanes closed delay mi,0,1,0
ia alternating lane closures ia mississippi river bridge muscatine width limit effect,0,1,0
kentlake hc chris paulson talks rpo amp overcoming average coachandcoordinator podcast,1,0,0
our clearing adjustment helpline open today call team apply online,1,0,0
incident both directions amsterdam avenue w street amsterdam avenue w street,0,1,0
they may high call volume i would try calling it direct line,1,0,0
street blocked bricks fall building,0,1,0
bay area residents enjoy fun night amp delicious dinner supporting amp,1,0,0
what makes best restaurant world,1,0,0
who going help friend be hero save day,1,0,0
we solutions today get working collaboratively,1,0,0
traf congestion highway sb lns clsd from,0,1,0
fhfa house price index house prices may yoy report housing,1,0,0
new disabled vehicle palm beach floridas turnpike north ramp exit glades rd closed last,0,1,0
complete highway mm sb west mile ramp closed hours due construction work,0,1,0
moore sb js accident roadway clear teg,0,1,0
atltraffic lanes blocked sb highway mlk dr fulton county,0,1,0
murray blvd delay a crash center right lanes closed wb murray blvd expect del,0,1,0
cleared planned construction orange highway west exit left lane blocked last updated,0,0,1
loved ballad version song last night lovemaketheworldgoround awesome job,1,0,0
phoenix fans we hope saw tvspot ease moving verdict gt,1,0,0
the end polio sight critical moment covering last mile let endpolio,1,0,0
accident left lane blocked shoreview eb lexington ave stop go traffic back snelling ave delay mins traffic,0,1,0
deadly crash shea place one man dead another serious condition montrose place closed,0,1,0
turnpike roadwork pennsylvania turnpike highway eastbound exit highway exit pa affecting shoulder right,0,1,0
construction nj directions area st partial ramp closed repairs pm,0,1,0
open both dir jackson idaho state line,0,0,1
southwest health ems paged hwy south near blockhouse rd vehicle accident person complaining sore neck,0,1,0
come soon deliciousness awaits,1,0,0
i work much dad owned convenience store days days week sometimes,1,0,0
families despair cholera outbreak spreads across yemen,1,0,0
welcome commerce sec look forward working w deliver firstnet network tech,1,0,0
ia roadway reduced one lane county road county road near corning,0,1,0
boy band fill hole middle heart like polo bitch,1,0,0
whether like products apple absolutely textbook gold standard product presentations,1,0,0
thanks we sure pass along positive comments team,1,0,0
listen today worldrecord yourself,1,0,0
cleared crash orange highway west exit right lane blocked last updated,0,1,0
travel alert motor vehicle accident boardtown rd area lucius rd injuries reported life,0,1,0
make sure good maths please,1,0,0
new ritual penskegames hulahoop indycar indycargp,1,0,0
congrats new gig ca wait visit kellyandryan familia,1,0,0
literally pictures tennis players taking shirts,1,0,0
road closed btwn scotland,0,1,0
right grab women dresses girls and go brunch,1,0,0
big changes planned mesaba avenue starting next summer video,1,0,0
scarlettjohansson look poloralphlauren may issue,1,0,0
thurs lanes clsd southbound northbound westover ramp clsr info,0,1,0
truly honoured welcome tv legend judging best rescue thanks tony,1,0,0
updated incident both directions university ave harding ave,0,1,0
cleared planned construction seminole highway west ee williamson rd left lane blocked last updated,0,0,1
having extra hands always good comes moving day,1,0,0
if french francophile want celebrate bastille day chicago spots,1,0,0
if fukface chief could make one prayer without mentioning hillary fake news hands,1,0,0
beliebers fave insta wdym make list,1,0,0
another atmospheric river delivers precip pnw goes west geocolor imagery see,1,0,0
cleared crash express south blvd left lane blocked last updated,0,1,0
apologies frustration if like speak support team reach directly,1,0,0
road construction right lane closed lowerpottsgrove eb sanatoga jammed back hanover st traffic,0,1,0
check story save amp harpnow,1,0,0
cleared roadwork pa eastbound exit middletown pa,0,1,0
we come long way still make sure women truly treated equally womensequalityday,1,0,0
crash mainline wb e dale st just cleared,0,0,1
we stand solidarity lgbtq community our hearts victims families horrific violent act prayfororlando,1,0,0
crash nb highway mp bngrtr hwy salt lake on ramp est clearance time pm,0,1,0
me getting strength back promoting witness world,1,0,0
we got news londonon destination cities list read uhaultrends,1,0,0
incident nb before exit highway coxsackie rte rte exit highway,0,1,0
hello thank contacting us we help please dm detail requesting,1,0,0
actively assisting hurricane harvey relief efforts official disaster relief channels,1,0,0
cleared object roadway escambia highway east exit scenic hwy right lane blocked last updated,0,1,0
we wish best tx ken,1,0,0
appalled disneyland paris policies please read comment share let see wrong,1,0,0
vehicle accident southbound highway sb i southbound lanes closed be prepared stop use caution traveling th,0,1,0
incident outerbridgecrossing eb new york side,0,1,0
update roadwork highway westbound exit pa highway exit to pa there shoulder closed,0,1,0
need advanced open architecture system the answer meads check new website,1,0,0
registered owner name current region email id via direct message we review case assist,1,0,0
crash highway eastbound mile post there lane restriction,0,1,0
rumors circulating actually owned corolla camry lola,1,0,0
check dellexperience pictures dell,1,0,0
find service tag using link,1,0,0
update other incident highway eastbound exit pa south mile post there traffic disruption,0,1,0
cleared bridge opening nb highway james river bridge rte newport news,0,1,0
we honored top best corporate citizens list,1,0,0
crash highway sb highway interchange lanes blocked traffic getting far left lane miles hrtraffic,0,1,0
northbound blocked shenandoah county crash toms brook area backup expect related congestion route,0,1,0
catered far north delaware done new england food weddings would love go,1,0,0
alert bayfield co crash wis n ave w all lanes blocked both directions,0,1,0
hi brian you learn receiving receipt donation thank,1,0,0
snoqualmie advance notice closure planned highway eastbound tonight near cle elum starting thursday august p,0,1,0
update sb exit right lane blkd response,0,1,0
i like realize cut even though,1,0,0
updated incident both directions church avenue station,0,1,0
hi unfortunately much i dm us name email amp location try solve,1,0,0
turnpike traffic alert southbound only valley affecting right lane,0,1,0
we sorry complaint don please contact customer care colleagues via,1,0,0
update construction manhattan bound willets stadium station queensboro plaza station,0,1,0
highway mm wb sr mile ramp slow lt mins due stalled vehicle,0,1,0
issues final rule federal home loan bank membership read fhlbank,1,0,0
may rest move go smoothly btw use uhaulfamous chance featured on truck,1,0,0
the power conference that will be left out the college football playoff is,1,0,0
accident highway east approaching exit south main st west hartford left lane blocked delays begin exit,0,1,0
tree powerlines northbound highway nb maple avenue road reopened road cleared comments area of the covered bridge,0,1,0
breakfast classroom helps educators better engage supervise students feedhungrygirlsandboys,1,0,0
kudos pops may get plenty rest,1,0,0
cleared disabled vehicle highway northbound exit pa rd exit pa,0,0,1
election associated lasting shift economic social reasons party,1,0,0
update some new info incident last week richmond found end story,1,0,0
this fluttery sleeved swing top quickly becoming shirt summer hard see,1,0,0
check victoria coulter presentation week chapter meeting thisisits,1,0,0
cleared construction aline both directions cir station station,0,0,1
have ever frustrated politics youth sports,1,0,0
cleared planned construction monroe highway north mm vaca key right lane blocked last updated,0,0,1
mcclain southbound north accident roadway blocked mcm,0,1,0
vehicle accident westbound highway wb mile marker comments entrance ramp,0,1,0
highway mm sb sam ramp slow lt mins due stalled vehicle,0,1,0
here new facebook group it closed group info publicly available please sign,1,0,0
accident right lane blocked fortworth n lp eb riverside stopped traffic back blue mound rd delay mins,0,1,0
expect delays circle drive following vehicle crash ave yxe yxetraffic,0,1,0
what child forced switch teams politics have experienced,1,0,0
due friday sept input rfi improve access credit borrowers limited english proficiency,1,0,0
belle sebastian drummer got stuck walmart shit left richard north dakota,1,0,0
blue line trains resuming normal service min residual delays thru earlier incident cleared,0,1,0
drive safely school today esp traveling hwy started road construction today near line,0,1,0
highway troutdale closed the hwy closed eb exit troutdale trucks use highway alternate route ramps af,0,1,0
should workplace sxsw choosework,1,0,0
july weekend safety tips safetysaturday,1,0,0
crash w ave dentraffic still delaying traffic usual,0,1,0
vehicle accident northbound highway nb mile marker be prepared stop road passable care use caution traveling th,0,1,0
accident garden state parkway southbound exit new jersey right lane blocked,0,1,0
anyone update rr traffic at mile marker slow rolling nothing traffic ahead,0,0,1
although calendar already set stone today more gemini,1,0,0
great discussion china s amp ed session climatechange we must work together make goals reality,1,0,0
the first phase highway open but headaches still continue got new info source ya,0,0,1
highway w knox co crash multiple vehicles county line pm est clear pm,0,0,1
i loved meeting young people passionate fighting poverty bigdebate,1,0,0
hi justin we regret inconvenience go kindly share concerns along system service,1,0,0
cleared delay eb highway highway e hampton,0,1,0
balga traffic congestion southbound wanneroo road reid highway,0,0,1
cleared incident gline carroll street station,0,0,1
kippen directions kippen rd walnut rd lanes blocked due disabled vehicle onhwys,0,1,0
responded approximately acre brush fire se north fork rd last evening,0,1,0
slope failure repair work take place along norwich near nh line starting lane closures delays,0,1,0
you need spend day feet sight see ride one bus tours,1,0,0
tied start second half nationalcupxvi,1,0,0
pottawatomie county eb jw injury accident roadway blocked teg,0,1,0
designed fit laptop amp lifestyle shop perfect fit laptop backpack,1,0,0
snoqualmie rock blasting closures scheduled monday july thursday july beginning l,0,1,0
bridgeview full closure alert harlem ave closed amp directions avoid area,0,1,0
tbt workers taking break repairing roof building,1,0,0
proud join vietnam amp engage range issues including economic opportunity importance civil society amp human rights,1,0,0
invests stilwell oklahoma improve water system amp expand manufacturing region,1,0,0
we got bases covered men styles shirts pants amp shorts,1,0,0
cleared planned construction sumter highway north florida turnpike right lanes blocked last updated,0,0,1
cobb co crash cleared right lane past s loop still slow marietta atltraffic,0,1,0
cleared disabled vehicle highway north exit va hospitals left lane blocked last updated,0,1,0
cleared crash duval highway beach blvd east huffman blvd left lane blocked content provided waze last updated,0,0,1
thru bowen rd groveland rd langenderfer dr closed bridge painting detour groveland rd rushland ave,0,1,0
cleared abandoned vehicle highway south exit florida right lane blocked last,0,0,1
update fire affecting roadway bangerter hwy sl co sb left lane open,0,1,0
kids going love tomorrow,1,0,0
our children ca afford dishonesty either carlsonimperatives,1,0,0
update multi vehicle crash highway northbound exit hazlett st there shoulder closed,0,1,0
hi thank reaching this simply added convenience protection we hope helps,1,0,0
cleared incident both directions sears park amp ride watchung two stops route willow avenue route,0,1,0
holiday safety tips safetysaturday,1,0,0
pologolf ambassador wears ralph lauren golf june cover,1,0,0
last wk hawthorne es planned strong starts practicing precise directions grade teams amp,1,0,0
just case forgot seattle skyline looks like one ferries without,1,0,0
highway n davidson co vehicle disabled mm am est clear am ct,0,1,0
all kitchen stage in world esteemed restaurants silent workforce unseen,1,0,0
shady sunday almost we back next week same place same time shadesofblue,1,0,0
crash wb highway s mp state st salt lake co right shoulder est clearance time pm,0,1,0
nb exit ramp turnpike highway,1,0,0
highway crash near shoshoni milepost expect delays wyoroad,0,1,0
are covered here safemove protects move learn amp add damageprotection rental,1,0,0
if you need rescue portarthur oem port arthur office beaumont office,1,0,0
update delay nb highway st bridge arlington no lanes closed delay mi,0,1,0
but o lord father clay potter work hand isaiah stjcypress,1,0,0
cleared planned construction santa rosa highway east ramp exit avalon blvd left lane blocked last updated,0,0,1
though away center irma storm surge remains hazard along atlantic coast today,1,0,0
semi accident driving lane closed highway highway wb mm milepost,0,1,0
kickoff national championship,1,0,0
highway int ave ave delay lt roadwork right lanes closed directions,0,1,0
for list state local resources important social media accounts related harvey check,1,0,0
rd maint ops highway sb arthur ravenel junior bridge rht ln clsd began sch end,0,1,0
highway wb reopened exit,0,1,0
in east tropical storm warnings issued parts north south carolina coasts ahead new,1,0,0
crash eb south jordan pkwy bangerter hwy sjo salt lake co right lane closed est clearance time am,0,1,0
cleared incident mline jackson avenue station,0,0,1
german teens test plantcuttings project supported amp via,1,0,0
our manufacturing plant dahej india rspo certified production sustainable oil palm,1,0,0
pinedale jackson open traffic both dir wyoroad,0,1,0
registration sponsorship exhibitor opportunities open annual conference gt,1,0,0
great scene those actors playin gimmesugar queensugar,1,0,0
icymi discusses presidential memo steel imports amp means nat l security,1,0,0
curly arrows show movement electron pair examples lone pair bonding pair bonding pair lone pair bonding pair bonding pair,1,0,0
these way high i optimistic see end malaria lifetime,1,0,0
cleared construction street station brooklyn hall station,0,1,0
top story week gt elsevierhacks days change face medical education,1,0,0
medical search engine lets doctors nurses find answers treating patients clinicalkey,1,0,0
cleared incident eline both directions forest avenue station queens plaza,0,1,0
leadership practices baldrige award recipients valley,1,0,0
for company grow culture prioritize sharing teamwork artsprinciples,1,0,0
the project south montgomery expected take amp result brand new roadway,1,0,0
updated crash broward highway south exit royal palm blvd lanes blocked last updated,0,1,0
just hit new jersey crazy much familiar i feel like i know everybody highway stop lol,1,0,0
there terrible earthquakes famines amp plagues everywhere there strange amp terrifying things,1,0,0
we let product team know love shapes back,1,0,0
incident wb street station,0,1,0
icymi the latest jobsreport shows growth variety sectors,1,0,0
it battle till end worldofdance,1,0,0
portrait of a princess relive diana iconic moments time,1,0,0
thanks i always enjoy ride daphne mobile back your crew,1,0,0
knows make jaws drop worldofdance,1,0,0
cleared sheridan rd southbound wadsworth rd left lane blocked due roadwork expect delays,0,1,0
cash family keep johnny name away hateful ideology chicago tribune,1,0,0
construction both directions garden state parkway horse pike,0,1,0
hello dm us details assist,1,0,0
update incident wb highway norfolk travel lane closed potential delays,0,1,0
hi robert we look please dm email address tied spg account,1,0,0
highway mi n airport way mi n airport way delay lt a disabled veh left ln clo,0,1,0
traffic signal work begins today intersection gpab,0,1,0
cleared flooding highway south ramp exit north st closed last updated,0,0,1
update missing boy camouflage cast hand found reunited,1,0,0
purchasing jewelry valentinesday consumers spent jewelry,1,0,0
update temecula parkway interchange lane closures week august,0,1,0
updated disabled vehicle baker highway west mm right lane blocked last updated,0,1,0
cleared crash broward highway north ne street lanes blocked last updated,0,0,1
frederick douglass students make edible dna strands ag sci amp entrepreneurship boot camp,1,0,0
these children left behind join us help achieve dreams fightunfair,1,0,0
updated incident sb exit nj exit nj,0,1,0
construction queens bound hts station,0,1,0
highway s shelby co vehicle cargo fire state line am est clear am,0,1,0
chance rapper donate million cps schools follow live facebook page,1,0,0
i made fun hope like guys please rt love song sorry,1,0,0
updated incident both directions street station street station,0,1,0
orlando real thank hospitality conference great,1,0,0
from mike pence donald trump new american strategy afghanistan undo past failures,1,0,0
stafford two wreckers scene rt near clarke hill rd crash traffic remains lane directions mile backup,0,1,0
heading back washington working hard watching worst dishonest fake news reporting i ever seen,1,0,0
we welcome new offices onewtc world renowned company world renowned address via,1,0,0
it different location least different locations need,1,0,0
incident both directions street station street station,0,1,0
pennsylvania landowners helping indiana bat spooky declines,1,0,0
cleared roadwork highway southbound to pa pike,0,1,0
great new price crystal dove college station call garrett,1,0,0
on sr eastbound w lake sammamish parkway collision blocking right lane,0,1,0
updated disabled vehicle orange highway east exit par st traffic backed left lane,0,1,0
construction both directions south exit cr rd north exit cr,0,1,0
construction highway eb btwn amp mi w rht lns clsd began sch end,0,1,0
in cypress gardens due crash lanes cypress gardens blvd helena rd closed please seek,0,1,0
accident elpaso airport rd nb airway blvd traffic,0,1,0
accident highway wb wallace tunnel cleared,0,0,1
cleared turnpike roadwork pennsylvania turnpike highway westbound exit pa highway exit pa affecting,0,1,0
slow traffic pinellas highway nb ave n ave n accident ave n delay min traffic,0,1,0
stalled vehicle sb highway mp s springville utah est clearance time pm,0,1,0
crash on ramp highway mp pg blvd utah est clearance time am,0,1,0
vehicle accident northbound highway nb mile marker emergency vehicles road clearing progress use caution traveling,0,1,0
alert passing lane eb highway near cr whitley county closed due vehicle crash use caution area,0,1,0
scottsdale serious injury accident avoid st south of indian school,0,1,0
exit closed nb highway mp univ pkwy ofr orem utah est clearance time pm,0,1,0
crash highway northbound highway bus there ramp closure,0,1,0
ouch triple digit drive time mile stretch rt rt nb crash exit reading,0,1,0
against typical rpo o choices eliminate many,1,0,0
storm report heavy rain mile sse north redwood mn cdt,0,1,0
find people getting hitch ride bieber,1,0,0
update lanes back open we still heavy traffic that frontage rd exit still looking like,0,1,0
what ghgs climate i shared thoughts,1,0,0
bro action filled dreams i either running slow gun jammed i waking mad,1,0,0
new planned construction orange south exit eb right lanes blocked last updated,0,1,0
the corporate campus paradigm changing how impact headquarters design,1,0,0
ways find information people tips journalists,1,0,0
highway mm nb near mile left lanes closed hours due construction work,0,1,0
accident highway south btw exit ferry st new haven exit st new haven right lane blocked,0,1,0
until get clearer picture amount damage electrical facilities provide accurate restoration estimates,1,0,0
it would take left quit demanding way highway actually,1,0,0
basf factbook new edition published supplements report amp contains info,1,0,0
closed both dir due fire btwn wy hunter ranger station open both dir btwn hunter ranger station buffalo,0,1,0
the accident happened midland blvd the driver headed east van buren ran roadway amp struck,0,1,0
on westbound highway island crest way crash blocking hov lane,0,1,0
stand against hate rally planned for labor day two local women join forces host event springwood avenue park,1,0,0
west dallas wb highway ramp hampton overturned vehicle affects ramp right lane highway slow,0,1,0
updated disabled vehicle highway south exit nw dairy rd left lane blocked,0,1,0
cleared incident both directions woodbridge av old post rd,0,0,1
good discussion buhari usnigeria cooperation boko haram energy economic opportunities,1,0,0
crash nb highway near blocking lanes right shoulder traffic gets intermittently left shoulder illinois,0,1,0
one many reasons us must stop iran even worse noko crushed,1,0,0
deductible know means learn terms,1,0,0
gridlockalert dekalb co crash still left lanes inner loop highway jammed glenwood,0,1,0
philly market rises meet hunger challenge,1,0,0
cleared pm on sr eastbound sr disabled vehicle partially blocking ramp,0,0,1
update turnpike traffic alert pennsylvania turnpike highway northbound exit pa exit affecting lef,0,1,0
day march confront white supremacy underway show marchers,1,0,0
kicking familyfest safety course amp,1,0,0
according person dies crash every minutes buzzeddriving,1,0,0
when weather heats make sure summer style stays hotter,1,0,0
vehicle accident eastbound highway eb mile marker eastbound lanes closed comments lanes eb mm clo,0,1,0
crash highway mp s heber wasatch est clearance time pm,0,1,0
parts iowa still experiencing partially covered roadways roads may slick areas slow buckle,0,1,0
incident manhattan bound avenue station,0,1,0
cleared construction nb exit rte,0,0,1
highway killingsworth delay lt a crash left ln closed prior ainsworth use caution expect,0,1,0
need space put boat rv selfstorage wauwatosa,1,0,0
las cruces nm usa construction superintendent must willing travel overview prestige deve work job,1,0,0
thank it appreciated more come whatdoyoumean,1,0,0
ukraine targeting killing children east supported liberal sen amy klobuchar ukraine new,1,0,0
map more mopac lane ramp closures planned weekend,0,1,0
overturned vehicle caution lebanon hwy both highway maple st traffic,0,1,0
updated construction sb garden state parkway highway,0,1,0
construction beltsystemcrossislandparkway sb hillside avenue ny,0,1,0
sydney amp brisbane tickets amp vip packages witnessthetour sale,1,0,0
accident highway north area exit ct old greenwich left lane closed,0,1,0
updated delays greenwich north exit arch st am,0,1,0
accident left lane ramp eb blocked dallas sb lbj frwy stop go traffic back midpark rd delay mins,0,1,0
ladies join us girls night in thursday food fun,1,0,0
route expect intermittent delays today due continuing paving work drive vanwa,0,1,0
print summer photos get enlargements local kodak picture kiosk,1,0,0
i goosies biggest smile face whole time i watched this video made day lmtwgr,1,0,0
left usually looks like there march planned location time cause,1,0,0
qt gas prices rn literally,1,0,0
some snaps national today boys girls boys action,1,0,0
concludes selectusasummit connects global businesses investment,1,0,0
cleared incident mline marcy avenue station broadway junction,0,1,0
update incident cline station euclid avenue station,0,1,0
when someone tries tell america full hate show this,1,0,0
route expect intermittent delays today due continuing paving work drive vanwa,0,0,1
cleared highway wb exit road motor vehicle accident reported heavy delays back exit cr berkeley heights,0,0,1
new disabled vehicle highway south highway junction center lane blocked last updated,0,1,0
breaking turnpike crash hampton twp causing significant delays report,0,1,0
turnpike sb past greenway truck road pd right shoulder orlando traffic,0,1,0
the adults binge drink least week could high million,1,0,0
crash highway eastbound mile post there shoulder closed,0,1,0
cleared collision highway sb arthur ravenel junior,0,0,1
cleared crash highway location eb highway ramp eb highway lanes affected exit ramp,0,0,1
drops new song friends listen breakup ballad,1,0,0
receive check plus free convenient pick old fridge schedule pick,1,0,0
updated crash duval highway east highway lanes blocked last updated,0,1,0
updated construction sb highway cr mills rd,0,1,0
meet match styles matching crop top skirt blog,1,0,0
thanks obamacare quality health care available everyone the marketplace sure,1,0,0
some slow commutes morning due high water following heavy rains avoid water roadway,0,1,0
new westminster northbound mcbride blvd mcbride blvd disabled vehicle,0,1,0
hi shubham we love help located reward card may please dm us directv account thanks,1,0,0
accident merritt north approaching exit ct trumbull right lane closed,0,1,0
updated crash orange west lake underhill right lanes blocked last updated,0,1,0
restaurant approached fund raiser boston bombing victims it first looking,1,0,0
traffic accident injuries highway sb center st nsl blocking hov lane,0,1,0
there stopping heads third week,1,0,0
vehicle rollover highway miles west of the anaconda exit milepost,0,1,0
roadwork highway westbound exit exit squirrel there lane restriction,0,1,0
more good info gdpr organizations claim ignorance defense caution prescribed,1,0,0
wow what lineup scum i rather waterboarded watch shit,1,0,0
incident sb brook avenue station,0,1,0
great news texas gulf coast gipsa fgis operations getting going weekend back regular business tuesday,1,0,0
construction queens bound queensboro plaza station main station,0,1,0
update crash wb goldenrod rd left lane blocked orlandotraffic,0,1,0
incident nb concourse station,0,1,0
cleared advisory standing water eb rt w church st brunswick,0,0,1
highway sb mp crash blocking sb lanes n centralpoint expect delays amp congestion updates,0,1,0
roadway closed water main repair districtofcolumbia harvard st both st sherman ave dctraffic,0,1,0
black friday itunes holiday album under mistletoe justin bieber,1,0,0
aphis positioning staff aid producers areas hurricaneharvey flooding may cause damage,1,0,0
one month go ready take part have signed yet exclusive,1,0,0
closed other weather nb merry point ferry lancaster all nb amp sb travel lanes closed potential delays,0,1,0
edie windsor magic plain simple,1,0,0
update rt york county reopened near commerce circle detour lifted,0,1,0
cleared traffic congestion duval highway e north exit baymeadows last updated,0,1,0
snoqualmie scattered clouds bare ice places,1,0,0
trafficalert crash blocking travel lanes highway wb obt shoulder squeezes expect slow traffic orlando,0,1,0
cleared rd eastbound hicks rd right lane blocked due stall expect delays,0,1,0
disabled vehicle nb academy dublin blocking right lane,0,1,0
