tag,summary
4,at approximately march employee carpenter elevated scissor lift the employee fell approximately ground employee flown stanford hospital treated multiple fractures employee hospitalized hours
4,on march employee coworker electricians employed electrical company working aerospace facility they aerial lift genie boom z model year serial number the lift elevating install electrical conduit facility the lift situated approximately foot edge pit next facility the pit measured approximately feet feet deep the lift moved forward fell pit employee injured he transported hospital admitted treated fractured ankle the investigation determined employees working inside facility the investigation unable determine circumstances surrounding lift moving falling pit
4,at approximately november employee removing triangular brackets mounting clips interior wall while repositioning aerial lift employee facing controls back brackets the basket aerial lift became caught bracket basket released bracket sudden upward movement ejected employee lift employee fell ground killed he wearing full body harness lanyard tied aerial lift platform
4,on may laborer employed construction company performing regular duties day involved constructing barn commercial agricultural purposes the worker barn roof approximately feet ground placing top caps along structure ridgeline he stepped skylight fell ground emergency services called tulare county sheriff department responded site the worker transported community regional medical center fresno ca hospitalized treated fractured neck the employer reported fresno district office may investigated its report included reference engineering controls
4,on june employee jake marshall service lifting pound compressor roof building going replace old compressor new one employee placed pulley rope tied structural air conditioner units roof employee coworker tie rope around compressor ground ran rope pulley the coworker pulled rope lifted compressor side building the compressor got hung gutter building employee leaned edge maneuver compressor gutter at point rope holding pulley broke compressor pulley fell pulling employee edge roof employee fell feet asphalt parking lot employee hospitalized died june
4,at april employee san diego installing four pieces angle iron ceiling second floor provide support decking opening cut hvac duct employee using ft ladder reach work employee fell ladder metal scaffold ladder he fell approximately nine feet during fall employee struck spreader bar ladder steel stud track concrete stem wall employee sustained lacerations right thumb hand back side head neck employee transported hospital hospitalized
4,on april employee ideal service company standing ft fixed roof access ladder pushing cardboard box containing hvac filters roof hatch opening client warehouse facility employee lost balance fell approximately feet concrete floor the ladder originated ft high wooden landing platform stairs descending warehouse floor employee hit platform top rail fell full feet distance floor employee hospitalized multiple fractures
4,at approximately october employee bay air systems working multiemployer construction site hour fitness building he three coworkers roof laying huge hvac machinery the machinery lifted helicopter ground roof according employee standing corner end building looking helicopter waiting machinery lowered he moved sideways he later reported moved felt stepping onto steel cover square opening roof he fell opening concrete he transported eden medical center castro valley admitted treated five days serious injuries his injuries included limited fractured ribs fractured collar bone fractured spine
4,at approximately april employee working plumbing heating air conditioning contractor the incident occurred retail store distribution warehouse employee permanent employee employer he employee retail distribution center employee conducting startup procedures condenser unit he west side condenser unit the condenser unit inches meters east skylight covered acrylic plastic plexiglas according witness employee facing east talking cell phone he stood took step two backwards he appeared stumble trip foot fall backwards onto skylight breaking acrylic plastic plexiglas cover he fell approximately feet meters concrete floor employee received blunt force trauma injuries multiple parts body killed the causal factors employee wearing fall protection device appropriately secured skylight guarded protected
4,on october employee working carpenter specializing building docks he installing fender panels bridge pier as pulled inch diameter air hose position power pneumatic tools fell pier water approximately fifteen feet deep drowned possibly struck head protruding portion fender system prior striking water
4,at approximately august employee planting tree near opening the tree needed planted small area near wall next opening employee tried gain access went caution tape stepped onto board used cover opening deep the opening intake air shaft generator the board support weight fell bottom shaft employee sustained contusions right hip left elbow right palm employee hospitalized approximately eight hours
4,at approximately april employee removing cover called form air shaft he fell ft bottom shaft killed the form constructed two sheet plywood the form secured place four ellis jacks
4,employee five coworkers engaged roofing work building employee replacing coping stones top roof parapet adjacent hvac shaft skylight the surface skylight tarred making look like made something glass employee standing skylight access parapet area broke he fell stories hvac shaft roof basement killed
4,employee elevator mechanic found dead bottom tall hvac duct there elevator ducts reason ductwork clear to access spot employee fell would crawl ft one direction make degree turn crawl another ft complete darkness
4,while working within mezzanine plenum structure employee fell ft hatchway door opening landing bottom shaft he killed
4,at approximately january employee working third floor building construction a tool dropped pocket fell air ventilation shaft to retrieve tool descended lowest level two levels ground surface the shaft open third floor ceiling lowest level there ceiling inches floor the shaft inches wide inches long rectangular section although safety orders required two means access third floor one means access provided unsafe location distance shaft employee attempting take short cut back work post stacked number buckets mounted stack proceeded shaft pushing hands shaft walls stopping rest occasional projection he got within feet top shaft falling way concrete floor feet sustaining fractures legs paramedics transported hospital
4,employee journeyman electrician construction site employed since august he left ground floor work location determine reason power failure sixth floor he fell ft open ft ft air duct shaft reaching sixth floor employee died circumstances causing fall remain unknown because work progress workers entry witness employee fall air duct shaft
4,an employee working boom hospital air draft system the boom started break employee attempted escape boom fell air draft system striking level he suffered bruises contusions killed
4,at approximately february employee male marketing development american asphalt repair resurfacing company attended working hours networking silicon valley wine spirits mixer event corinthian grand ballroom the event started ended employee last seen second floor landing coming marble stairs employee tripped slipped lost balance fell bottom stairs employee killed form head injury sustained fall stairs the building stairs built
4,on june employee age part crew installing reinforcing bars sides monopole cellular tower employee height approximately ft installing rigging equipment reinforcing materials could hoisted level when climbed tower safety harness connected cable lifeline equipped cable sliding device once employee reached working level disconnected cable lifeline reposition side tower on front safety harness pelican hook device used positioning employee also safety lanyard connected back safety harness on end lanyard rope grab device even though rope lifeline yet installed tower employee apparently connected pelican hook tower observed ground leaning back harness using hands move material it known pelican hook came loose employee connected one climbing pegs tower disconnected hook reposition employee fell tower landing roof nearby building he sustained multiple fractures lacerations contusions head neck torso extremities died work site the medical examiner report listed cause death multiple blunt force injuries the report also stated employee high level ethanol blood percent vitreous percent well cannabinoids nordiazepam his coworkers admitted drank alcohol previous night around midnight denied drank consumed drugs day accident
4,employee engaged demolition structural steel amusement ride theme park employee fell approximately ft deck hole measuring approximately created gear motor cut removed structure crew employee killed
4,on november employee coworker placing anchors decking located roof building new addition as worked gust wind blew roof employee fell sustaining traumatic injuries killed the coworker injured fall
4,on september employee journeyman carpenter coworker employed flatiron west working grade canal wall they engaged forming work hanging pilaster panels employee standing dowel anchored similar dowel as coworker passed sledgehammer employee lost footing employee restraint slid anchor fell concrete surface feet emergency services called employee transported hospital admitted treated fractured leg the employer reported injury september the subsequent investigation determined employer general engineering contractor involved highway street bridge construction employee directly employed employer the causal factor event anchor point used employee secure it open end worker fall restraint device could slide
4,at approximately march employee foreman inspecting sheeted roof two story residential single family home construction the employee wearing full body harness lanyard the lanyard connected diameter long rope the end rope around vertical wood studs connected back served anchorage point as employee walking untie rope sheet plywood broke fell approximately ft concrete garage floor employee transported urgent care henry mayo newhall memorial hospital treated back fracture employee remained hospitalized hours
4,on february employee working construction firm as climbing onto roof home place anchor fell onto flat roof garage onto concrete sidewalk he sustained serious head injury fractured facial bones
4,a communications worker cellular communications tower position meters ground fell although using personal fall protection equipment anchorage using failed the anchor point undetermined time inspection he treated scene emergency medical services transported hospital he died injuries
4,at approximately october employee laborer coworker covering atrium hospital rolled poly plastic sheeting the hospital undergoing renovations the plastic sheet placed atrium maintain negative pressure prevent construction dust entering nearby connected va medical center active location hospital the atrium measured approximately ft second floor roof deck guardrails surrounded top atrium demolished summer additionally anchors employees used demolish guardrail removed after demolishing guardrail top atrium enclosed locked construction fence during prejob meeting occurred approximately october crew attached plastic poly sheeting existing sheeting drooping inside building the crew used scissor lift attach plastic inside edge ft wood frame around atrium instead second floor roof deck surrounding edge atrium opening further crew discuss would required employees access work second floor roof deck employee coworker instructed stay scissors lift install plastic however told guardrails approved fall protection anchors area around atrium opening when employee coworker rest crew assembled discuss job informed foreman job could accomplished existing plastic using scissors lifts the foreman directed crew install rolled poly plastic existing plastic second floor roof deck the foreman stated discuss receive permission change work procedure operations manager the site superintendent also aware change work procedure further foreman others roof work commenced the foreman directed employees coworker wear use fall protection employee wearing miller model number full body harness rebel protecta ft long retractable lanyard device attached harness employee coworker pulled plastic open atrium employee fell even though employee wearing fall protection fall arrested due failure anchors he fell approximately ft roof atrium opening onto floor killed
4,at approximately june employee laborer coworker laborer supervisor employed shimmick construction working face san vicente dam they moving sprinkler system large metal form contained recently poured cement the cement increase height depth dam solidified kept metal form sprinkler system used prevent cement face dam cracking curing process employees working face dam surface use harness lanyard tie specific areas metal form performing certain activities dam the metal form one area employees may tie it called strong back one vertical ribs back section large metal form anchorage point capable withstanding least pounds employee employees prohibited tying metal shoes attached front form carter pin however employee tied metal shoe moving sprinkler system he fell along metal shoe approximately feet stairs near bottom dam employee lanyard still attached metal shoe found fall bottom dam employee sustained left ankle fracture he transported hospital required surgery several days hospitalization division notified june initiated investigation employer office lakeside ca approximately july the employer provides heavy construction services throughout united states
4,on june employee coworker adams roofing roofing installation repair company arrived job site replace existing roof single family residence they went roof survey plan job they personal fall protection equipment included harnesses anchor point hooks however could install anchor points employee slipped fell edge roof he fell feet onto concrete surface employee transported hospital treated dislocated right elbow fractured nose fractured right wrist he hospitalized weeks employee contract employee the employer reported accident june
4,on october employee male roofer working atop private residence although employee wearing safety harness fell ft pitched roof death unfortunately safety harness attached required secured anchor point
4,at approximately october employee installing window trim residential condominiums he set ladder edge gutters approximately ft grade he extended ladder approximately ft gutters access narrow roof area windows trimmed according employee making first trip ladder using hands install screw eye anchor point tie ladder when employee approximately ft grade ladder became unstable fell a coworker saw employee hanging onto gutter momentarily falling asphalt surface he hospitalized stanford hospital fractured ankle fractured wrist injuries document review employee statements indicate routine employer policy prior incident employee recall may caused ladder fall the employer work practices safe ladder use including place inspection job site employee stated intended location anchor point require lean either side ladder employee indicated inspected ladder prior use damaged placed level surface the superintendent duty stated ladder inspected fall observable damage
4,on september employee working tower antenna project he wearing personal fall arrest system pfas his lanyard connected mast antenna the mast served anchorage point the wind caused employee fall the force generated fall caused mast bend allowed slide anchorage point employee injured fell approximately ft landed ice breaker platform harness became entangled metal he brought ground emergency service personnel employee hospitalized two weeks treatment unspecified internal injuries fractures
4,at approximately august employee erecting grain leg grain storage facility employee hoisted work area personnel platform suspended mobile hydraulic crane employee exited platform working top previously installed sections grain leg he wearing harness secured anchorage point he using ratchet lever hoist secured grain leg adjacent concrete silo order square leg he adjusting forward motion anchor concrete silo failed causing employee fall forward he fell approximately feet compacted stone other employees site saw employee fall emergency crews called immediately one workers site provided first aid employee airlifted nearest trauma center he sustained injuries including limited skull fracture cervical fracture ruptured diaphragm ruptured spleen ruptured pancreas multiple internal organ contusions pelvic fractures bilateral leg fractures arm fractures
4,on february employee male construction worker heldreth construction working approximately ground installing roof decking employee using harness retractable lanyard attached roof anchor fell the force fall pulled anchor away decking attached allowing employee fall employee killed fall
4,at approximately december employee coworker lathers employed construction contractor working site new residential building constructed employee installing wire mesh side wall building to gain access using step ladder model employee fell ladder fall height feet coworker saw employee ground fall employee told coworker fine require assistance then workers left work site go home later day approximately employee home showed signs altered mental status he taken hospital admitted treated intracerebral bleed secondary aneurysm employee remained hospitalized days the employer reported event december during subsequent investigation investigator determined employer specialty trade contractor primarily engaged plastering drywall employee directly employed company installing lathing appurtenances receive plaster approximately months
4,at approximately december employee acoustic evolution installing entertainment system inside residence he third step little gorilla metal articulating ladder set step ladder configuration employee leaned knees fourth step leaned left hand adjacent left wall began drilling hole drill held right hand the ladder tipped employee fell approximately feet floor emergency services called rancho santa fe fire department responded employee transported hospital admitted treated fractured right leg fractured right ankle this event reported san diego district office employer december the ranch santa fe fire department also notified in subsequent investigation determined employer specialized design installation custom home audio video systems contributing fall employee keep body weight centered ladder
4,on august employee california state insulation fell ladder slipped hanging picture he fell feet he suffered compound fracture right ankle employee hospitalized
4,on august employee male truck driver temporary worker israel orlando de la cruz dba north cal hauling new home residential construction site cleaning construction debris employee placed ft long plank another employee going use walkway ramp go ground level bed rear ft long cargo truck using haul trash after using plank foot ramp several times unsecured unanchored plank slipped truck deck fell ground approximately employee employee suffered compound fracture left ankle requiring surgery three day stay mercy san juan hospital
4,on july employee working roof the height roof after accessing roof took two steps lost balance falling ground fracturing right ankle employee transported hospital injuries seen released within six hours on august employee went medical center surgery ankle involved placement pins needles stabilize ankle fracture he seen released day surgery
4,on july employee employed pegasus tower installing structural steel new cellular communications tower he secured harness personal fall arrest system ladder section standing the ladder section became dislodged tower fell ground level worker still employee fell approximately feet emergency services called employee transported air ambulance regional medical care center he admitted underwent surgery fractured
4,on july employee communications tower worker adjusting antenna level guyed tower he wearing pfas however attached tower the employee fell tower pronounced dead scene
4,at approximately august several employees tasked dismantling anderson cellular tower longer needed this tower located south side image road highway inman road the tower assembled using five triangular sections saddles bolted legs attach one section next making tower progressively taller there triangular platform top tower housing cellular antennas after antenna platform removed three employees climbed faces tower approximately feet unbolt top section tower removal truck mounted crane employee fell tower feet ground emergency medical services notified arrived within minutes employee alive unresponsive he transported air ambulance university hospital died shortly arrival
4,on march employee upgrading antennas communications tower ft high employee fell ground killed
4,an employee installing new digital cellular telephone antenna antenna mount existing communication tower he suspended work positioning lanyard antenna mount near top tower seconds observed position employee fell approximately meters he died injuries sustained fall the snaphook work positioning lanyard previously damaged tied fall arrest lanyard
4,two employees replacing nine antenna panels conducting sweep test communication tower while working tower one two employees fell lower level he died injuries sustained fall
4,on february employee employees installing sleeve covers antennas telecommunications tower company policy required progress work employees use fall protection working height employee unhooked lanyard inadvertently slipped fell tower ft ground he killed
4,on december employee descending antenna tower unhooked lanyard fell approximately feet ground employee suffered fractured wrist injured back hospitalized
4,on september employee journeyman plumber working plumbing company providing services residential building to unclog drain needed access roof building employee used extension ladder go roof house after completing work started descending ladder slipped employee fell onto concrete driveway fractured left arm emergency medical personnel summoned they arrived transported medical center received treatment hospitalized
4,on december employee drywall installer employed grayhawk llc working commercial building he working baker scaffold elevation approximately inches attempted install wood sheathing plywood across temporary exterior wall opening employee scaffold casters locked position as attempted screw plywood reached forward away scaffold the scaffold began roll underneath employee fell forward scaffold his left thigh struck structural upright member scaffold causing large contusion swelling he finished shift commuted home later evening employee went hospital complaining pain swelling left leg he admitted surgery performed correct bleeding tear left superficial femoral artery employee remained hospitalized due formation blood clots legs lungs on january employee suffered cardiac arrest likely due pulmonary clotting died
4,on october home owner builder building new residence he ladder skil saw ladder tipped caused fall when fell skil saw using cut arm severed artery caused bleed the killed he pronounced dead site taken coroner office the la county fire department la county coroner office reported fatality west covina district office day event no employees establishment
4,at approximately september employees working light duty scaffold foot coworkers all employees working employer registered asbestos abatement contractor the scaffold erected remove asbestos prior demolition building the scaffold collapsed employees fell feet ground emergency services called employees transported local hospital employees admitted treatment unspecified serious injuries sustained fall
4,on november employee pulling duct work preparation asbestos removal job san joaquin delta college goleman library a piece duct work falling strike employee to avoid struck duct work employee decided jump ladder he fractured right ankle approximate jump ladder employee hospitalized
4,on february employee coworker installing metal decking onto steel beams skylight lobby area towson town center mall this serve containment subsequent asbestos removal employee fell approximately ft steel beams concrete floor he hospitalized university maryland shock trauma center fractured skull fractured nose fractured arms the investigation revealed employee wearing fall protection equipment time accident the coworker returned ground level via scissors lift see caused employee fall
4,on may employee working within asbestos containment two coworkers he wearing personal protective equipment required job employee removing suspended pipe cut bag size while standing third fourth rung step ladder began remove supports pipe angled grinder one remaining support pipe broke free ceiling the pipe fell ceiling diagonal direction struck ladder employee working he fell backward ladder approximately feet struck head brick floor killing
4,on july employee standing level properly positioned stepladder setting critical barriers preparation asbestos lead abatement job he using hand stapler duct tape secure plastic sheeting walls employee injured lost balance fell ladder he hospitalized days surgery head injury as result injury lost vision left eye
4,at approximately march employee coworker son working construction teardown work building they working side side day accident day they removed plastic material used contain fibers asbestos abatement sixth fifth floors that afternoon reached fourth floor at time accident removing plastic containment material near floor opening approximately feet wide feet long the opening loader like bobcat could lowered one floor another using hoist the employees assigned task removing plastic walls floor area required within feet floor opening exception east wall neither employee coworker wearing fall protection guardrails employee coworker ladder facing south removing plastic heard employee make exclamatory remark fall hole employee transported los angeles medical center he dead due multiple injuries
4,on april employee part asbestos removal crew removing old roof building it consisted metal panels sections glass windows reinforced chicken wire employee wearing harness lanyard tied he unscrewing bolts one panels stepped backward fell glass ground the distance roof ground approximately feet he killed
4,at december employee coworker laboring ontario specialty contracting wynkoop street denver co working fourth level interior building prepared demolition water sprayed debris removed roof part asbestos abatement process as result several inches water depth accumulated area adjacent elevator shaft employee coworker decided pry open elevator doors allow water drain elevator shaft at time employee lost balance fell ft elevator shaft employee killed
4,at may employee killed serious industrial accident occurred orange mall orange california employee asbestos worker hired marcor remediation full time employee may he one workers assigned work orange mall perform asbestos removal on may supervisor arrived job site he helped crew prepare containment area check personal protective equipment the crew made entry containment area approximately midnight seven workers used three scissor lifts access ceiling asbestos removal work take place one worker would wet ceiling drywall boards six used chisels hammers break ceiling material the employees performing removal left lift platforms climbed onto ceiling framework break material the lift used employee moved way allow material broken fall directly onto floor the supervisor remaining workers floor level sweeping bagging fallen debris the workers performing breakdown crawled along wood framework made wood members access adjacent ceiling boards the structural member employee located broke causing fall feet concrete floor the employer provided employees fall protection employee died head trauma multiple fractures throughout body shortly fell
4,on july employee part crew working remove asbestos interior church employee coworker disassembled top third section mobile scaffold placed removed section top scaffold planks second level they moved scaffold another location when employee climbed back scaffold grabbed third level brace sitting top scaffold the unsecured section scaffold slid toward employee lost balance fell side tower employee trained erection dismantling scaffold erection dismantling scaffold performed supervision direction qualified person employee sustained head injury transported hospital admitted intensive care unit diagnosis closed head injury
4,employee working platform approximately ft ground removing asbestos employee using fall protection employee fell platform died injuries sustained fall
4,employee coworker using ft tall rolling scaffold remove duct work part asbestos remediation project the scaffold moved occasionally workers instructed remain seated procedure at time accident employee decided stand hang onto duct work scaffold moved when finally let go fell backward floor striking head sustaining small laceration elbow hitting piece metal the scaffold guardrails
4,an incident occurred employee working painting roof slipped near peak roof slid edge falling concrete asphalt drive a coworker attempted grab employee unsuccessful employee taken local area hospital suffering two broken legs fall
4,at approximately october at time accident employee told inspector elevated dump box dump truck cleaning corners dump box asphalt material shoveling asphalt chute ditch gate employee coworker stated truck cab employee cleaning shoveling asphalt material dump box employee said given signal move forward engaged truck engine began move employee lost footing fell dump truck box roadway surface employee taken local hospital spent day employee suffered multiple fractures due accident
4,on october three male construction workers ages ranging riding load line hoist process installing new antennae communication tower the mast upper block attached catastrophically failed plunging three workers employees ground all hospitalized two fractures third multiple cuts lacerations
4,at approximately january employee working construction site new parking structure los angeles ca at time accident construction second level employee another ironworker standing ft high beam connect another beam as beam swung employee knocked balance began fall he wearing appropriate fall protection harness tied moveable beam clamp the beams structure waists cut end points stress relief workers refer dog bones because narrower point beam clamps slide this happened employee lost balance the clamp came fell first grabbed onto beam slow descent he landed feet first transported hospital precautionary measure employee suffered minor contusions released approximately hours after accident employer decided use chokers place beam clamps
4,at approximately december employee painter painting walls north side home he climbed third level scaffold prep section wall as climbed leaned back rail gave way fell ft grass lawn employee transported hall ambulance kern medical center bakersfield ca employee later stated connector hook back railing disconnected scaffold upright would weakened supporting capacity railing at time accident employee working near coworker immediate supervisor subsequent investigation concluded supervisor perform thorough survey site assess hazards take appropriate action the employer cited violation construction safety order b
4,at approximately november employee ironworker floor section d fontainebleau las vegas structure construction he preparing vertical rebar column set trim beam place using positioning hook connected approximately top employee feet approximately column working surface floor he cutting rebar band holding hair pin positioning hook displaced employee fell backward approximately ft landing steel picking eye trim beam protruding surface floor he sustained fracture vertebra employee transported emergency services umc hospital treated released day
4,on july employee operating rubber tired grove crane the crane used hoist purlins onto walls steel building while ground hook attached purlin lifted place using tagline after purlin placed hook detached lowered ground during operation tagline became entangled employee instructed untangle tagline the crane hook lowered climbed onto hoist cable without fall protection with one foot sling held hoist cable hook block hands then hoisted ft air as attempted untie tagline purlin let go cable causing sling swing sideways the movement swing result lost balance he fell ground landing back head he flown helicopter medical center remained coma death thirteen days later
4,on june employee part crew replacing wooden light poles aluminum ones he operating asplundh aerial lift model attached ford flatbed truck employee lift bucket preparing attach ft long thick wire rope cable one wooden poles the end cable attached front aerial lift boom employee using boom attempt pull pole ground as weight applied failed broke loose boom this caused boom basket lurch ejecting employee he able hang momentarily side bucket fell ft ground killed subsequent investigation found pole pulled actually buried ft deep the employer operator manual aerial lift neither manufacturer in fact manufacturer stated model manufactured removed service years ago employee using form fall protection time accident
4,at approximately may employee coworker removing metal siding exterior building standing roof the employees leaning safety cable eyebolt broke away concrete way causing employee fall approximately ft ground employee killed the original report made mention injury coworker
4,at approximately september employee coworkers valley fire security alarms working commercial building they installing low voltage electrical cable part fire alarm system installation new tenant space this work involved accessing elevated service attic corridor employee coworkers entered service attic corridor via extension ladder coworker spooled cable employee walked cable corridor attaching along wall went employee stepped away wall determine appropriate route running cable across service corridor tenant space employee stepped onto closed hatch door service corridor floor the hatch door opened downward employee fell approximately feet feet first ground emergency responders transported employee mercy hospital folsom ca he initially treated admitted total three days hospitalization he underwent surgery fracture right leg fibula tibula ankle fracture right wrist at time report employee undergone two additional inpatient surgeries subsequent initial hospitalization receiving health care support ongoing treatment
4,on july employee performing heating air conditioning system hvac work attic commercial building he fell opening ceiling he fell approximately feet concrete floor he suffered fatal concussion the employee regularly employed scott gochnauer dba gochnauer mechanical hilton head island sc
4,at approximately september employee electronics technician installing security system new apartment construction site as exited attic using step ladder cordless drill tool belt got stuck opening ladder when tried reposition lost balance fell fracturing femur tearing muscle shoulder he hospitalized treatment
4,at approximately october employee holder air conditioning heating installing hvac system while installing system beams attic house construction fell approximately feet employee hospitalized skull fracture subarachnoid hemorrhage pneumothorax
4,an employee electrical contractor coming attic opening performing electrical work attic space he climbing ladder slipped the disturbance caused ladder fall one way employee fell direction he landed feet impact causing tibia fibula fracture ankle least one leg he hospitalized
4,on march employee working attic fell hole he killed
4,on december employee roofer employed international business roofing construction contractor working roof residential building he inspected roof climb he stepped onto metal extension ladder without looking grabbing hands employee fell ladder wooden deck fall height approximately feet inch emergency services called employee transported hospital he admitted treated five fractured left ribs three compressed discs spinal fracture the employer reported event december the subsequent investigation determined ladder secured place contributing factor employee fall employee working alone eyewitnesses fall his immediate supervisor site time
4,at approximately november employee coworker uncovering trench water pipes laid trench the trench ft deep ft wide ft long covered three heavy metal plates both employees using mobile crane mounted truck lift metal plates one one however lifting first metal plate employees realized load stable therefore coworker told employee extend outriggers crane set wood cribbing underneath footing outriggers parked slightly sloped area employee back towards open trench sitting ground setting cribbing employee ft away open trench cribbing as finished cribbing got forgot open trench behind took two three steps backwards falling trench he struck back valve attached water pipes ft high trench surface employee suffered serious injuries spine hospitalized approximately three days medical center
4,at approximately september employee carpenter supervisor employed building contractor business gce performing remodeling work residential building he inspecting windows using werner step ladder reach windows to inspect particular window employee placed closed step ladder personnel door providing access house as climbed ladder fell struck cement block retaining wall emergency services called san diego fire department responded paramedics administered emergency first aid transported employee university diego medical center admitted treated serious injuries back head employee remained hospitalized four days at approximately september responding member san diego fire department reported incident the employer report accident inspection opened employer october the employer failure report violation ccr during investigation employee stated inspect window fall occurred placed closed step ladder personnel door providing access house employee stated first checked door latched closed he believed either first second step ladder fell employee remember fall
4,at approximately september employee employed roofing helper residential commercial roofing contractor working residential building construction site it end employee shift he ascending scaffold ladder holding two sheets roofing paper right hand intending patch corner roof as neared top scaffold foot slipped with one hand holding onto ladder unable maintain adequate hold fell dirt ground he fell approximately feet emergency services called fire department responded employee transported hospital admitted treated fractures vertebrae hip the fire department reported incident september initiated site investigation october the investigation determined witnesses employee fall his supervisor site area time incident
4,at march employee crossing two barges moored place nickajack lake employee stepping across gap approximately foot wide barges fall arrest lanyard became tangled mooring post employee lost balance fell barge fahrenheit water nickajack lake while water employee became separated life jacket as fellow employees barge attempted rescue employee sank drowned feet water
4,at approximately october employee instructed supervisor early morning meeting remove barricade railing second floor extend railing outwards towards center building this job site north end building hilltop the railings moved order stonecutter cut hole concrete floor railing located the employee asked coworker go first floor put caution tape barricade area stonecutters cutting floor employees would exposed falling debris hazards according employee supervisor inform floor opening work place vicinity inform wear fall protection the barricades railing go way around the employee stated two sides floor opening barricaded instead four sides the employer stated accident scene disturbed preserved csho arrived there evidence two railings installed guard two remaining openly exposed sides floor opening employee worked alone commenced remove railings as removed first railing stepped piece plywood tilted floor opening a grey plastic sheet concealed floor opening covered floor opening employee slid plywood fell floor opening breaking grey plastic falling first floor approximately the employee transported area hospital treated multiple head body fractures employee remains hospitalized
4,at approximately december employee working building inspector construction site palo alto ca employee arrived jobsite shortly accident inspect work performed including installation drywall he walked ground floor residence inspecting drywall kitchen dining room arriving elevator shaft accident occurred the elevator shaft opening wall main hallway feet wide feet high the open shaft way guarded ground floor two guardrails the bottom rail secured wall nails height approximately inches top rail secured nails height inches employee climbed onto guardrails gain better vantage point inspect employee placed weight onto guardrails guardrails separated wall he lost balance fell shaft ground floor employee unconscious paramedics arrived transported stanford hospital employee later died injuries the employer reported accident december
4,on september employee working hatcher roofing on average depending weather employer replaced two roofs per week employee installing ice guard tar paper installation shingles shingled roof pitch he walking backward stepped back roof fell feet concrete slab employee taken akron general hospital life flight on september family discontinued life support died employee working without fall protection employer using alternative fall protection slide guards the workers trained fall protection systems relating residential houses proper way use alternative fall protection systems there four workers roof time accident when emergency personnel scene firm owner went shop retrieved personal fall arrest equipment he made employees install roof anchors continuing roofing work
4,on august employee pioneer contracting company incorporated working along road night jumped jersey barrier he fell ft killed fall
4,on july employee employee brasfield gorrie walking backward pulling ft sheet decking fell floor opening ft ground employee hospitalized unspecified injuries
4,on august employee coworker western steel erectors erecting steel beams part building construction after connecting beams one area proceeded move another area perform additional beam connections they walking top cmu concrete masonry unit wall employee fell approximately feet concrete floor emergency services called employee transported hospital admitted treated multiple fractures arms
4,on june employee performing framing activities single family residence construction employee attempted attach one beam another inserting lag bolt wood right angle drill the drill hung wood resulting employee losing balance falling beam ground employee transported local hospital evaluation employee transferred larger hospital treatment fractured neck broken ribs cracked vertebrae employee underwent surgery hospitalized four days
4,at approximately june employee carroll strong builders installing ceiling joist beam coworker near garage section single story home construction employee pulling ceiling joist lost grip wooden beam employee slipped fell backward approximately feet landed ground feet he taken hospital coworker underwent surgery fractured left ankle
4,at approximately april employee working salesman firm installed fire burglar alarms he working church clovis ca he walking along attic rafters gathering information cost estimate bid fell struck floor feet meters he sustained several fractures
4,on september employee framer assigned install joist entryway bridge the employee unknowing tied main beam improperly installed the beam rotated fastener fell ground pulling employee bridge the employee fell ft onto gravel entryway employee transported area hospital treated multiple fractures the employee remains hospitalized
4,at approximately june employee setting repair vent cover residential roof measured approximately ft ground eave while climbing ladder roof ladder slid along gutter fell approximately ft concrete sidewalk employee hospitalized fractured pelvis fractured left femur bladder injury the conditions wet time accident
