summary,1,2,3
at approximately june employee drywall insulation contractor carlos ramirez virginia beach va working construction site new single family home his task install drywall at time accident lunch break work site he fell elevator shaft elevation he found employee employed another contractor site employee contacted emergency personnel employee transported virginia beach general hospital subsequently pronounced dead,1,0,0
at approximately june employee employed construction company working employer yard according subsequent investigation report employee heavy equipment mechanic coworker also heavy equipment mechanic coworker crane operator assigned steel cable crane national crane company series boom truck cable diameter employee assigned lead overseeing he coworker working boom level coworker operating controls based employee direction employee standing ledge right side boom approximately feet inches ground employee coworker working boom level without fall protection coworker said safely held onto fixed part crane prevent falling employee said handhold standing securely grasped top boom cover fixed structure placing fingers left hand inside holes guided steel cable right hand wore wire glove according employer safety director employee spooling first layer needed hold cable tap hammer ensure cable wrapped tight close together the three employees almost finished cable coworker already ground employee still standing boom level directed coworker retract boom realizing left hand fingers still inside holes boom cover employee index finger pinched boom cover boom pads resulting amputation employee transported hospital admitted treated amputation left hand index finger following investigation issued two serious citations alleging violations title california code regulations ccr section b employer failure protect employee exposure fall approximately feet inches working series c boom truck cable means fall protection including limited handholds fall arrest systems guardrails ccr section g employer failure provide require use extension tools extended swabs brushes scrapers methods means protect employees injury cable series c boom truck employee using hand guide cable also issued two general citations employer failure complete document report prior assigning employees series c boom truck cable specified written injury illness prevention program violation ccr section include hazardous energy control procedures following including limited scope purpose authorization rules techniques utilized control hazardous energy means enforce compliance separate procedural steps safe machinery equipment required violation ccr section g,0,0,1
on february employee working warehouse bay wide glass livermore ca bay wide glass glazing contractor california glazing contractor license the company one location nine employees the incident took place small warehouse behind offices sheet glass products brought stored worked shipped the company used modified perry model number drywall cart transport sheet glass transport vehicles rack storage warehouse the dry wall cart configured hold glass sheets nearly vertical angle the cart supported sheets inches meters bottom edge from time time sheets glass left cart because canceled job ten sheets flat mirror glass sheets left stacked drywall cart february the weight stack approximately pounds kilograms on february employee working warehouse the drywall car way tried move the cart load tipped fell toward striking lower left leg causing fracture the immediate cause incident stack mirror glass sheets loaded drywall cart stored manner created hazard the cart unstable liable tip fall the fire department informed dosh oakland district office telephone incident,0,0,1
employee struck killed asphalt roller driven backward retaining wall,0,0,1
at march employee three coworkers installing new skylights renovated warehouse new metal roof deck the skylight holes covered plywood employee coworker started installing first skylight northwest roof corner they pulled back plywood cover half skylight hole approximately set lower fiberglass panel they installing insulating material employee inadvertently stepped skylight hole the fiberglass bottom pan could support weight fell approximately ft concrete floor warehouse employee killed none crew members using personal fall protection systems,1,0,0
at approximately november employee carpenter using ft aluminum extension ladder lift telecommunications line ft ground the employee moving line way allow truck enter driveway work site the truck driver delivering roofing materials site as employee raised ladder telecommunications line ladder made contact electric distribution lines employee electrocuted made contact power line the employee pronounced dead scene,0,1,0
on april employee renovating old outdoor lighted florescent sign roof frozen custard stand the job involved installing new socket ends new ballasts new wiring florescent light tubes the input voltage ballasts output ballasts when wiring completed employee circuit six eight lights worked he went back sign diagnose repair problem failed circuit employee holding live wires bare hands electrocuted,0,1,0
on january employee brimer construction plumbing working plumber apprentice moving furniture private home employee moving furniture suffered abrasion splinters unspecified part body wooden dresser he transported hospital treatment prevent skin infection released on following day employee woke pain transported emergency room tahoe forest hospital later admitted treatment tetanus,0,0,1
an electrical contractor dispatched electrician apprentice town center mall repair defective fusible disconnect main distribution switchboard in preparation employees deenergized electric power lighting panelboard located second level mall the panelboard fed defective disconnect open pole next electrician employee opened disconnect switch disconnected awg conductors reconnected disconnect adjacent section switchgear the electrician discovered internal bus hardware defective switch including fuse holder discolored overheating this similar problem encountered less month ago another fusible disconnect within switchboard the problem disconnect directly disconnect working day also upon completion tasks electrician closed disconnect called employer explain found the employer employee mechanical superintendent mall employee met electrician switchboard after explaining findings making recommendation replace defective switches consider upgrading entire service entrance switchgear electrician closed door switch deactivated day as closing door defective switch electrical fault occurred the ensuing electric arc burned two employees employer knocked floor they able crawl room the two employees hospitalized injuries,0,1,0
employee replacing bearing struck sledge hammer causing metal fly eye employee suffered total loss sight eye employee hospitalized,0,0,1
at approximately may employee h g underground utilities llc involved installation new water pipeline he attempting guide ductile iron pipe trench the pipe attached excavator wire rope sling at time excavator boom contact unprotected overhead power line employee touched pipe employee electrocuted,0,1,0
on december employee sole owner roof serve stepping extension ladder onto roof single family residence tennis shoe slipped wet roof this caused employee fall feet employee hospitalized fractures,1,0,0
at approximately november employee installing fell ft ground employee landed reinforcing steel bars rebar protruded approximately ft concrete floor employee hospitalized treated broken arm ribs employee wearing harness time accident,1,0,0
at approximately november employee working regular fulltime painter his employer contracted perform special staining painting job single family home remodeled to perform assigned task employee placed extension ladder top rolling metal scaffold this allowed work greater height the scaffold foot meter metal rolling type the ladder placed top scaffold yellow fiber glass foot meter extension ladder the employee climbed onto ladder time feet meters suddenly scaffold tipped onto side the employee fell concrete floor he sustained fracture left wrist broken nose contusions general emergency personnel summoned site the employee immediately taken ucsd medical center treatment his injuries required surgery,1,0,0
at march three ironworkers installing middle stringer steel stairway the side stringers held place temporarily tack welds the crew used chain hoist help fit middle stringer employee ladder leaning stringer during positioning middle stringer temporary tack welds failed employee ladder fell ft ground while falling struck stairway stringer employee hospitalized treatment injuries cheek arm including unspecified fractures,1,0,0
at approximately september employee coworkers working oilfield maintenance contractor they closing steam line the steam line bled appropriate valves closed wells all appropriate steam lines opened left atmospheric minutes prior work proceeding a coworker cut lower two bolts valve hot water allowed drain the coworker cut remaining bolts flange moved disconnected line way employee another coworker connected plate flange line burped sprayed hot water employee he burned arms torso employee hospitalized san joaquin hospital medical burn unit treatment burns,0,1,0
at december employee two coworkers setting rocks delivered crane build retaining wall the employees stacked two rocks third tier approximately feet high four rocks fell pinning employee rocks earthen wall an emergency medical services call placed immediately another employee westlake fire department wlfd engine number arrived approximately emergency medical services arrived assisted wlfd rescue efforts rescue pronounced employee dead scene,0,0,1
on august employee coworker modular resources international dba mri corporation unloading silicon steel shields company truck moving mri room torrance memorial hospital first floor area a the shields measured feet wide feet long gauge thick employee coworker carried one time stacked lengthwise wall mri room after brought shields room project engineer general contractor mccarthy building company stopped bringing shields room due rust shields coworker stepped outside room call employer problem the project engineer asked employee show shields rust employee placed left foot left bottom corner stack prevent shields shifting away wall started flipping shields toward when employee got last shield entire stack began shift buckle beginning far end travelling toward with hands pushed top corner stack back wall at moment stack made contact leg he pushed away shields landed floor emergency services transported employee torrance memorial hospital he admitted treated fractured right leg required surgery he remained hospitalized overnight mri corporation office manager reported incident august there disagreement time incident office manager claiming happened employee disagreeing saying remember exact time injured,0,0,1
on june employees se pipe line construction removing tee inch underground oil transfer line the tee would replaced straight section pipe the tank farm identified line isolated remotely located valves no verification identity isolation performed employees company the line sucked riser sat tee the tee cut plumber plugs inserted pipe end pipe beveling procedures when employees attempted remove one plugs acted pressure behind a cap inch bleeder plug loosened vent pressure diesel oil flowing line struck plug knocked aside the inch bleeder went hand employee resulting compound fracture impalement employee arm blown bevel pipe opposite side excavation sutures required,0,0,1
on september employee working platform aerial lift when lift outriggers sank soil tipped fell approximately ft employee hospitalized bruises abrasions,1,0,0
a crew installing cable suspension strand overhead power line the utility poles meters apart the strand contacted power line caused electrical fault arcing fault power line conductor fell burned crew trailer no one injured,0,1,0
at approximately july several employees erecting precast unit a crane placed second double tee concrete roof panel onto wall supports at point construction two corner sections consisting two perpendicular walls two additional walls the walls north south side building employee welding north end double tee employee anchored via retractable lifeline safety eye first double tee a coworker working south side double tee anchored second safety eye first double tee employee shimmed second double tee underneath double tee at point coworker disconnected rigging lifting eye used shimming process the coworker communicated crane operator cable the rigging consisted wire rope sling during cabling one hooks rigging crane caught snapped safety eye south end second double tee this resulted south end second double tee lifted pulled supports north this turn resulted second walls falling first double tee rupturing lengthwise employee north end double tee fell tripod ground fatally injured employee underneath suffered serious crushing injuries hospitalized stable condition the coworker injured section double tee safety eye connected fall employee employee injured ground transported hospital treated released,0,0,1
at approximately june employee hired demolition grain elevator atop elevator removing last leg structure as employee removed last leg remaining supporting members gave way employee fell approximately ft level the employee hospitalized treated multiple fractures,1,0,0
on april employee temporary laborer sustained burns right foot inadvertently placed hot steam nozzle top right boot walking along at time accident high pressure steam cleaning concrete floor steel mill he hospitalized,0,1,0
an employee electrical contractor coming attic opening performing electrical work attic space he climbing ladder slipped the disturbance caused ladder fall one way employee fell direction he landed feet impact causing tibia fibula fracture ankle least one leg he hospitalized,1,0,0
three ironworkers connecting sheeting girts coal silo bay wall they connected one girt employee third employee stepped back onto previously erected girt they preparing move hang another girt employee stepped onto girt the single temporary bolt end girt sheared end girt dropped employee fell approximately feet landed protruding rebar trench south side wall working employee sustained multiple injuries resulting fall beams way impalement stomach rebar these injuries resulted death employee third employee grabbed hung diagonal i beam adjacent girt employee sustained strained muscles arm third employee escaped uninjured no nets area employees the floor north side silo bay wall feet decked the area south pipe chase open way ground,1,0,0
on august at approximately employee was attempting to remove the hose from the fill coupling at the top of a sand pot the sand pot was sitting at the rear of a lowboy trailer which was parked approximately three feet from the east bridge rail over the northbound lane of at the avenue west overpass he was standing on a rung of the fixed ladder which was welded to the body of the sand pot he was about three feet above the trailer bed the trailer itself was situated in a northeast direction adjacent to the bridge rail the coupling required two hands to remove since it was secured by two dogs on the female side of the coupling on the hose as he unlocked the coupling the weight of the hose pulled him backwards and he fell first striking the bridge rail then falling twenty four feet six inches to the shoulder of,1,0,0
on august employee carpenter installing plywood floor sheeting construction new house another contractor using crane hoist steel column stockpile the diameter choker broke ft long lb steel column fell ground struck employee employee sustained multiple fractures killed the employer cited accident prevention program employee wearing hard hat defective rigging equipment employees clear suspended load,0,0,1
employee guiding two roof trusses standing top plate interior wall wood framed dwelling construction a coworker operating rough terrain fork lift two roof trusses suspended the coworker moved fork lift order roof trusses placed proper location went uneven part ground causing trusses swing employee pushed top plate fell ft plywood sub floor employee suffered broken right wrist torn ligaments left knee employee hospitalized,1,0,0
the employee trained foreman tasked take laser grade readings bulldozer operator spread dirt foundation pad the bulldozer operator would normally make three runs forward backward spreading pile dirt thirds feet pile at time incident bulldozer operator filling slight hole inches deep caused blade dozer dipping last backward run the hole feet forward operator directed dump truck operator dump dirt this made forward run lot shorter normal the bulldozer operator made run forward however stopped shorter normal due dirt filling hole the bulldozer operator would normally put dozer reverse fly means moving forward would raise blade slow put reverse start moving backwards lower blade look behind since shot run feet fill hole started move backwards seconds looked behind noticed either hard hat survey rod fly air knew struck employee the employee either started walk behind bulldozer passed standing close dirt pile struck bulldozer operator turned line next run pile,0,0,1
at approximately april employee coworker az air conditioning heating roof building installing air conditioning unit they preparing roof area marking position unit cutting approximately diameter hole a short time later employee went edge roof talk another coworker ground the roof parapet sloped upward employee leaned prone position metal flashing roof his chest apparently touched metal flashing left hand apparently contact casing electrical fluorescent store front sign located unit roof employee electrocuted his coworker initiated cpr told another coworker call paramedics responded continued cpr transporting employee pacific hospital sun valley ca additional life saving efforts performed employee pronounced dead the cause death listed burn electrocution subsequent investigation revealed sign properly grounded failure ballast allowed casing sign energized current,0,1,0
at approximately november employee finishing cement curb stepped sharp piece broken drill bit embedded protruding poured concrete the drill bit penetrated approximately left foot he removed left shoe sock found bleeding he put sock shoe back removed protruding piece drill bit resumed work approximately weeks later felt pain soreness around wound could move jaw on december admitted parkview community hospital riverside ca he confined kept icu treatment tetanus pneumonia the employer cited violation,0,0,1
at approximately november employee project superintendent fell apartment building construction employee new job site process inspecting work done the building unguarded elevator shaft ends edges balconies corridors floor decks walkways no one witnessed accident evidence site suggested employee likely fell edge first floor deck second floor open stairwell deck employee killed fall,1,0,0
on june employee coworker surveying fence line fencing crew could build new fence the north side fence line one mile long paralleling block top road head electrical distribution lines the west side fence line mile long rise ground surface would allow line sight one end the employee connected two ft sections metal electrical conduit together use survey sighting pole as employee crossing drainage ditch black top road contacted kv head electrical distribution phase line ft sighting pole employee killed,0,1,0
at approximately september employee assisting erection tower sections top material handling hoist car when safety chain hoist broke hoist car fell ground employee connected gin pole part sled located top hoist car the gin pole apparently broke employee fell backwards ft ground he pronounced dead approximately there one additional employee tower connected separate lifeline system,1,0,0
at approximately june employee catastrophe response employee walking roof building damaged tornado as walking damaged roof stepped unseen area roof broke fell approximately feet vct covered slab he died result injuries,1,0,0
on august employee walking along path inches inches wide the path left track excavator cutaway portion hillside inches inches high while employee area excavator operator used daewoo excavator model number sl take shovel load soil area excavated as operator swung shovel superstructure right swinging superstructure struck employee he knocked side hill eventually struck top head fell excavator track contact ground the excavator tracks stationary approximately minutes time accident employee killed no barricade erected around excavator prevent employees entering swing radius area could struck swinging superstructure the employer rule requiring barricade erected,0,0,1
on may employee worked laborer involved building decking panel when employee walked new location assembly area carrying nail gun porter cable model fc type serial number employee pulled trigger nail gun muzzle contact left leg knee his leg punctured nail employee hospitalized the work surface employee walking upon paved level concrete without depressions another employee working next employee see trip the nail gun required safety device muzzle,0,0,1
on august employee fell feet concrete form work dismantled pumping station died later evening,1,0,0
on january employee laborer employed oc turf putting greens working coworkers install putting green private residence rancho santa fe ca employee coworkers manually lifted roll synthetic turf weighing pounds back truck attempted carry driveway residence backyard the load shifted fell onto employee left side employee transported hospital treated back injury fracture left foot he required days hospitalization transferred rehabilitation hospital treatment,0,0,1
an electrical contractor hired mobile home owner determine owner receiving electric shocks outside piping an electrician years experience assigned job the employee determined trailer frame piping energized volts he crawled trailer look faulty wiring as crawling trailer passed copper refrigerant line also energized the employee electrocuted an inspection main panelboard discovered main bonding jumper missing,0,1,0
on july employee coworker working platform jlg scissorlift model number serial number installing metal warehouse storage racks for reason scissorlift would lift compelling another employee foreman use forklift assist work platform once forklift pulled work platform scissorlift platform fell approximately ft ft ground causing metal storage rack materials bounce platform strike employee coworker employee sustained fracture right ankle coworker required first aid specified employee hospitalized,0,0,1
on october employee coworker installing concrete floor panels approximately two concrete beams extended unsupported beyond front building employee coworker working near unsupported end beams one beam positioning panels one floor panel already placed part beam extended beyond front building it positioned close slightly overlapping front wall while working second panel suspended crane one beams loosened grouted joint beam employee fell approximately feet the beam landed top killed,0,0,1
at approximately october employee pumping contractor cleaning pumping equipment completing pour the hose became blocked concrete thrown ground shaken employee concrete pumper energized this caused pressure build concrete blockage break loose hose the hose broke free hands recoiled back hitting ribs he sustained multiple rib fractures sides body hospitalized,0,0,1
at approximately june employee construction laborer working supervision two supervisors construction site located san diego california employee attempted climb two vertical bundles stacked simon forms the bundles stacked sets nine forms called panels approximately high long wide weighed approximately lbs one bundle nine forms bottom stacked top another bundle nine panels total height top flatbed truck top edge panel the distance pavement top flatbed truck employee rigging sling around top bundle crane could remove top bundle flatbed truck employee climbing side two vertical bundles made panels stacked top he stepping edge panels feet pulling hands bands surrounded bundled forms when employee pulling panel second vertical stacked bundle banded bundle panels shifted towards employee fell backwards ft pavement the edge one panels top vertically stacked bundle fell employee causing severe laceration tendon ligament way bone right knee employee transported scripps mercy hospital he surgery hospitalized,0,0,1
on january employee supervisor three employees installing air handler units third floor mezzanine building remodeling project employee unguarded edge using jaw breaker wheeled pry bar raise air handler he intended place galvanized pipe air handler used roller when pry bar slipped employee lost balance fell ft concrete surface killed,1,0,0
on june workers pouring concrete foundation new structure employee task move hold delivery hose concrete boom pump pumping operation after pumping finished pump operator instructed employee remain delivery hose water pumped hose clean direct clean water vessel came soon clean began air delivery line caused delivery hose jerk violently it hit employee face shoulder spraying mixture knocking ground employee suffered concussion lacerations burns face employee hospitalized,0,0,1
at july employee coworker setting gardner denver water well drilling rig employee fastening wrench shaft pushing handles wrench away secure in process left hand slipped became pinched wrench handle part equipment the tip left index finger crushed third fourth fingers sustained severe lacerations due subsequent medical complications three fingers surgically amputated,0,0,1
on july employee carpenter working roof residence he wearing fall protection slipped sawdust fell ft he hospitalized fractured pelvis,1,0,0
at approximately september employee preparing painting project water tower he working adjustable suspension scaffold using electric hand grinder stick welder cutting torch employee wearing full body harness attached lanyard when scaffold suddenly failed became entangled wire cable used suspend scaffold the cable became wrapped around employee head causing fractured neck he recovered approximately feet ground suspended full body harness lanyard scaffold suspended cable wrapped around employee killed it determined wire cable may cut anchor point approximately ft employee,1,0,0
some employees electrical contractor using set utility poles while employee using controls located back truck position pole hole top part elbow boom came close overhead power line current arced boom electrocuting employee the truck also ignited burned,0,1,0
on september employee spraying waterproofing material containing toluene heptane naphtha interior walls approximately wide long tall confined space stoop porch foundation house when employer arrived site discovered employee standing bottom hole stupor unresponsive the employer went call emergency services employee entered space try rescue coworker also overcome employee died toxic chemical asphyxia leading respiratory arrest employee rescued hospitalized neither worker trained confined space practices appropriate respiratory protection provided,0,1,0
on april employee vacuuming cupola section tank he entered tank move hose appeared stuck employee fell unguarded opening interior wall along manway fell ft killed the unguarded opening included hazard assessment tank,1,0,0
on may employee supervisor employed western foam roofing contractor performing roofing operations building construction site he moving hose roof height feet inches fell skylight emergency services called transported hospital he admitted treated fractured skull fractured right wrist fractured right pelvis the subsequent investigation determined employee tied using personal fall arrest system,1,0,0
at approximately may employee loading slate onto pallet raised industrial lift truck platform scaffold employee stepped right leg top rail midrail scaffold guardrail reach towards back pallet employee lost balance fell feet ground employee sustained fractures vertebrae right knee cap lacerations liver left eye,1,0,0
at approximately december insurance estimator roof old warehouse warehouse district new orleans la order estimate replacing roof as proceeded across roof walked across rotted section unable support estimator weight roof decking collapsed he fell roof concrete slab ft killed,1,0,0
on september employee wtw rebar placing structural steel precast concrete contractor working commercial building he part crew conducting forming work it end crew work shift as employee walking deck fell drop panel feet surface the fall fractured skull employee killed this fatality investigated virginia osha,1,0,0
on april employee preparing set section modular home the employee took upon remove piece plastic flat area roof pulled yet the employee fell approximately feet inches ground coworker discovered no one witnessed employee ladder roof could determined fell on day accident windy the employee paralyzed fall died day pulmonary embolism lower extremities due immobility paralysis reported chief medical examiner office,1,0,0
on january employee employee working trench installing diameter storm water drainage pipe the trench approximately feet deep feet wide the side trench collapsed employee sustained leg injury transported hospital employee buried beneath soil died result collapse the trench protective system ladder present,0,0,1
at june employee helping put sling hook rubber tire mobile crane used bridge construction project ventura ca the crane operator extended telescoping boom caused hook ball assembly cinched tight end boom but hoisting cable crane broken hook ball fell another coworker saw hook ball falling yelled employee get way employee could get way hook ball hit left shoulder hand hip knee he taken ventura city fire department ambulance ventura county general hospital transferred west hills hospital west hills ca,0,0,1
on august employee truck crane operator driving hydraulic truck crane delivering concrete box held fire system valves weighed pounds he tried position truck crane around several obstacles including church telephone pole road hole fence after positioning truck avoid overhead phone lines obstacles outrigger nearest hole could extended two feet instead normal feet employee lifted box truck set ground he moved box toward hole toward partially extended outrigger once box hole felt truck starting lift tried lower box fast possible truck tipped tearing phone lines throwing truck employee thrown truck feet ground fell hole he suffered collapsed lung vertebra back he required surgery hospitalized treatment,1,0,0
on december employee closing tailgate work vehicle left index finger got caught tailgate stacked lumber employee transported local hospital treated amputation employee returned work modified basis january,0,0,1
at december employees started work day first second days respectively job site they assigned supervisor fasten gutter onto roof edge employees working scaffold started bend away building both workers fell scaffold landing concrete surface emergency services responded transported men ucla westwood hospital employee suffered fractured right wrist hospitalized two days employee suffered fractures right heel right hip back injury hospitalized five days there witnesses accident the scaffold erected months earlier independent scaffold contractor about month prior accident coworker engaged plastering work cut two wire ties scaffold apply final stucco,1,0,0
on november employee worked stocker construction came fire escape door third floor holding piece debris there wind gust miles per hour fell side fire escape ft striking head sign concrete base employee killed,1,0,0
on june employee leland allen spangler dba spangler steel structure lincoln ca working roof old steel barn he removing steel roofing panels rusty purlins underneath preparation replacing panels expanding size structure as employee removing roof panel retaining screws bolt holding purlin sheared the purlin collapsed followed roof collapsing employee fell roof landed concrete slab feet inches employee taken helicopter uc davis medical center sacramento ca he determined suffered multiple fractures required multiple surgeries days hospitalization he expected require many months subsequent physical therapy when roof collapsed employee also working roof clung purlin narrowly escaped falling neither employee employee working feet minimum height required fall protection situation neither employee using fall protection,1,0,0
on august employee supervisor coworkers remodeling heating ventilating air conditioning they installing deflectors ductwork divert airflow employee standing platform raised forklift the platform tied secured forklift the platform actually cylinder pallet used transporting cylinders during remodeling employee fell platform falling ft landed head he sustained unspecified injuries the platform fell forklift landed top employee transported medical center received treatment hospitalized,1,0,0
employee fell ft along steel decking unsecured ft long bar joists upon decking loaded he hospitalized multiple fractures hip wrist,1,0,0
at approximately september employee working roofer roofing general building contractor he carrying sheet plywood roof residence located ross ca slipped sawdust fell feet ground he sustained fracture right ankle a coworker drove marin general hospital admitted he released september the employer cited following regulatory ccr failing notify dosh required hr period general ccr b developing written code safe work practices general ccr providing adequate housekeeping roof,1,0,0
at approximately october three workers employed fulltime permanent regular employees j k enterprises structural steel precast concrete contractor the employer licensed steel erection contractor serving construction industry san diego county california the company employees overall eight ten employees site accident occurred employee general foreman immediate supervisor employees the latter two journeyman iron workers they site medical facility construction this structural steel building would serve local residents their employer contracted provide steel structural construction work building at time accident employees descending ladder take morning break the ladder louisville model number extension ladder it feet meters long orange color made glass fiber material aluminum rungs it lb kg rating the three employees coming time third story landing area fell ladder employee feet meters ladder employee feet meters employee feet meters measured bottom the narrative state exactly happened it state whether ladder failed load ladder shifted position the employees sustained broken hand legs ribs laceration injuries they taken local hospitals treatment they stayed hospital treatment two days the employer reported injury october,1,0,0
on june employee kneeling deep trench checking alignment storm drain pipe he struck lower back clod dirt rolled side trench he climbed trench complaining sore back he transported hospital treated bruises report says concussion released he hospitalized,0,0,1
employee working aerial lift position employee cutting beam pocket accidentally came contact lever made manlift move employee killed pinned manlift control panel as per manufacturers operating manual manlift lever able move lower half knob pulled release detent as per written statements safety device lever operational,0,0,1
on july employee owner seamless gutter company he installing section aluminum downspout eave townhouse the eave ft foundation a volt overhead power line located ft eave height ft ground employee shocked downspout holding made contact overhead power line he treated hospital unspecified amount time died injuries,0,1,0
on september employee found dead base electrical panel the electrical panel energized a heart attack suspected time later verified autopsy,0,1,0
on march employee bolting electric power transmission tower height approximately feet ground the employee unhooked lanyard change locations lost grip he fell ground killed,1,0,0
on january employee coworker working scaffolding platform install siding the scaffolding platform located approximately five feet ground supported forklift in addition scaffold platform measured approximately wide long protected metal tube guardrail system top rail located approximately inches metal floor scaffold platform midrail approximately inches metal floor scaffold platform within guardrail system opening scaffold platform provided approximate inch opening guarded two chains snap hooks close opening while employee coworker finished working day cleaning supervisor platform lowered removed chains guarding opening as platform lowered airline become caught something the supervisor instructed employee move airline employee removed airline stepped backwards unaware chains removed he fell platform opening guardrail system struck head section brick projected building approximately inches landed right shoulder employee taken helicopter university maryland hospital seen specialists shock trauma unit treated concussion bruised right shoulder bruised upper right arm,1,0,0
employee sustained fracture left little finger caught crane hook ball work activity later finger amputated first interphalangeal joint due swelling he hospitalized,0,0,1
on june employee truck driver driving water tanker truck finished jobsite company airport vehicle base yard restricted road edge airport runway employee wearing seat belt believed driving excessive speed lost control vehicle making turn the water tanker truck turned onto passenger side employee ejected he crushed killed weight water tanker truck,0,0,1
on may employee employed drywall contractor working commercial warehouse building he working drywall taper spotting screws drywall main area warehouse position scissor lift aerial lift employee fell concrete floor working level coworker employed electrical subcontractor also working facility found employee lying prone unconscious bleeding laceration forehead emergency services called fullerton fire department responded employee transported university california irvine medical center uci admitted observation treatment head injury the fullerton fire department reported event may subsequent investigation determined witnesses employee fall in addition employee respond attempts interviewed the investigation establish work site began may workers took lunch break after lunch break employee continued assigned work alone one side facility approximately minutes found floor approximately coworker subcontractor when found employee lying floor approximately feet away scissor lift stowed position employee worked drywall finisher years member drywall finishers regional local union since he certified aerial lift power user received specialized training related work union well site specific safety training employer,1,0,0
on may employee worked davis masonry disassembling seventh platform tubular steel scaffold coworkers working left side sixth platform cleaning recently erected brick wall pressure washer employee moved two planks placed stairway bottom step adjacent scaffold frame located sixth platform employee went stairway sixth seventh platform remove stair rail when stepped back remembering moved planks fell approximately thirty feet sixth platform ground he pronounced dead arrival emergency medical services,1,0,0
on november at approximately pm employee was working on a large water tower standpipe he fell to his death when the lanyard which secured his safety belt to a lifeline rolled off the connecting device the painter was using a dbi industries lanyard with action safety snap hooks which were secured to both ends of a inch nylon rope the opening in the eyelet on the device was large enough and the ring thin enough to allow the single action to open and disengage allowing the employee to fall,1,0,0
at march employees working steel cage made rebar the cage foundation concrete column bridge support it set cofferdam supported guys four corners one guy failed employees fell approximately ft bottom cofferdam none employees seriously injured,1,0,0
on june employee worked steve rados santa ana california general contractor the company performing highway redevelopment work los angeles freeway a carpenter working retaining wall his body harness unexpectedly fell approximately ft ground the employee interviewed accident thought anchorage points body harness loosened the employee hospitalized foot injury he treated released hospital three days,1,0,0
an employee working south side building erecting tubular welded frame scaffold the employee working third frame decking stepped backward scaffold fell approximately feet plywood canopy sidewalk the employee wearing harness connected lifeline the employee stated worked brother company two weeks second day erecting scaffold side building the employee stated received scaffold training the employee also stated worked site pm the police report stated accident occurred approximately pm the employee received broken ribs contusions,1,0,0
at approximately september employee using shovel square sides trench inches wide feet deep class c sandy soil one employee operating ramax compactor machine serial number feet employee the ramax compactor rental sunstate equipment company a wall fence measuring feet length inches high bottom trench top wall south side trench the bottom trench even bottom wall foundation the stability wall endangered excavation compaction operations employee employer provide support system bracing shoring underpinning protect employees the wall collapsed pinning two employees including employee wall side trench the position ramax compactor trench blocks became wedged collapsed wall top trench kept wall fatally crushing two employees the employee received minor injuries employee spent six days saint francis hospital broken ribs ruptured spleen removed,0,0,1
on november employee coworkers irrigation systems repair supply company removing pump existing agricultural irrigation water well while raising boom well servicing rig contacted overhead power line supplying oil field the initial contact shock employees however employee returned vehicle lower boom severely burned electrocuted,0,1,0
at april employee elevate property services lp using portable planer edge door portable planer ryobi model as tried adjust height blade left hand employee left gloved ring finger pulled blade causing amputation ring finger first knuckle employee hospitalized,0,0,1
on july employee finishing concrete slab took bull float finishing tool side wash while washing tool water hose employee raised either contacted came close contacting overhead power line he electrocuted died scene,0,1,0
on june employee permanent employee mitsubishi electric us working building construction jobsite he drove forklift jlg model pdq rentals onto gillespie sidewalk elevator serial number model pick sidewalk frame side the elevator fell approximately feet emergency services called employee transported hospital treated compressed vertebra chin laceration he hospitalized this event reported june the subsequent investigation revealed elevator malfunctioning caused manufacturer defect threading hydraulic jack assembly,0,0,1
at approximately may employee coworker moving small metal building wheel mounted crane employee guiding building rope attached one corner crane operator drove crane employee attempted rotate suspended building boom crane came contact overhead power line employee electrocuted died,0,1,0
at approximately january employee working third floor building construction a tool dropped pocket fell air ventilation shaft to retrieve tool descended lowest level two levels ground surface the shaft open third floor ceiling lowest level there ceiling inches floor the shaft inches wide inches long rectangular section although safety orders required two means access third floor one means access provided unsafe location distance shaft employee attempting take short cut back work post stacked number buckets mounted stack proceeded shaft pushing hands shaft walls stopping rest occasional projection he got within feet top shaft falling way concrete floor feet sustaining fractures legs paramedics transported hospital,1,0,0
on september employee worked black white technologies group bucket boom truck helping remove temporary light pole near entrance high school he using rope pull pole rope snapped ejected bucket employee fell approximately ft ground sustaining injuries required hospitalizarion he using form fall protection,1,0,0
